nomor_ulok,nama_toko,cabang,st_rows,st_pdf_rows,sipil_st_pdfs,me_st_pdfs
1AZ1-2507-0006,DRIVE THRU SOEKARNO HATTA,PEKANBARU,1,1,1,0
1AZ1-2602-0002,NAGA SAKTI PEKANBARU,PEKANBARU,1,1,1,0
1AZ1-2602-0003,NAGA SAKTI PEKANBARU,PEKANBARU,1,1,0,1
1AZ1-2602-0006,ALFA MELATI PUTIH,PEKANBARU,1,1,0,1
1JZ1-2601-0001,KALIJAYA,KARAWANG,1,1,0,1
