id,id_gantt,kategori_pekerjaan,jenis_pekerjaan,status,created_at,catatan,dokumentasi,id_pengawasan_gantt,dokumentasi_base64
349,394,INSTALASI,"INSTALASI INDUK LAMPU ( KABEL NYM MERK ETERNA 2 X 1,5 MM2 )",selesai,2026-05-21 13:55:00.869306,sudah,https://drive.google.com/file/d/1Jdwf-3yVBvuIyRBIkl5aAVZ1c8fbK1nN/view?usp=drivesdk,401,
