nomor_ulok,nama_toko,cabang,st_rows,st_pdf_rows,sipil_st_pdfs,me_st_pdfs
WZ01-2602-0010,GRIGIT,MEDAN,2,2,1,1
WZ01-2602-0019,Sukamandi Hilir,MEDAN,1,1,1,0
WZ01-2602-0026,RINGROAD SUNGGAL,MEDAN,2,2,1,1
WZ01-2604-0010,SUNGAI KANAN,MEDAN,1,1,0,1
YZ01-2604-0004,MARGO TARUNO,JEMBER,2,2,1,1
