nomor_ulok,nama_toko,cabang,st_rows,st_pdf_rows,sipil_st_pdfs,me_st_pdfs
2VZ1-2603-R353-R,AP PETTARANI WAJO,LUWU,2,2,1,1
2VZ1-2603-R531-R,TANCUNG WAJO,LUWU,2,2,1,1
2VZ1-2603-R614-R,PANCA RIJANG SIDRAP,LUWU,2,2,1,1
2VZ1-2603-R702-R,ULUGALUNG WAJO,LUWU,2,2,1,1
2VZ1-2604-0001-R,KH. MUH. KASIM PALOPO,LUWU,2,2,1,1
