ULOK,Nama Toko,Cabang,SPK End,ST Date,Has ST,Old Denda Days,Old Denda Amount,New Denda Days,New Denda Amount,Impact Days,Impact Amount,Impact Type,Skipped Days,Skipped Weekends,Skipped Holidays,Explanation
1GZ1-2603-0005,"TAKARAS KOTA",BANJARMASIN,2026-06-13,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
1MZ1-2604-1M4P-R,"JL MOCH KAHFI",PARUNG,2026-06-13,2026-07-02,Yes,17,7500000,17,7500000,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
1MZ1-2604-1M4P-R,"JL MOCH KAHFI",PARUNG,2026-06-13,2026-07-02,Yes,0,0,17,7500000,17,7500000,INCREASE,1,1,0,"SPK+1 (1 weekend)"
PZ01-2605-0009,"MERAPI 2",PALEMBANG,2026-06-13,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
PZ01-2605-0009,"MERAPI 2",PALEMBANG,2026-06-13,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
PZ01-0705-PC40-R,"BTS ULU - MUSI RAWAS",PALEMBANG,2026-06-13,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
1MZ1-2602-0004,"Darks Store Serua Bojong Sari",PARUNG,2026-06-13,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
1MZ1-2602-0004,"Dark Store Serua Bojong Sari",PARUNG,2026-06-13,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
PZ01-2603-P646-R,"TALANG JAWA",BENGKULU,2026-06-14,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
PZ01-2603-P646-R,"TALANG JAWA",BENGKULU,2026-06-14,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
YZ01-2604-0004,"MARGO TARUNO",JEMBER,2026-06-15,2026-06-25,Yes,0,0,8,6500000,8,6500000,INCREASE,1,0,1,"SPK+1 (1 libur nasional)"
1JZ1-2605-1J20-R,"SEGARAN",KARAWANG,2026-06-15,2026-06-17,Yes,1,1000000,0,0,-1,-1000000,REDUCTION,1,0,1,"SPK+1 (1 libur nasional)"
Z001-2603-0003,"Lantai 20",HEAD OFFICE,2026-06-15,,No,0,0,0,0,0,0,NO_CHANGE,1,0,1,"SPK+1 (1 libur nasional)"
BZ01-2602-0003,"CIBARENGKOK",BANDUNG RAYA,2026-06-15,2026-06-16,Yes,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
BZ01-2602-0003,"CIBARENGKOK",BANDUNG RAYA,2026-06-15,2026-06-16,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1PZ1-2509-0002,"MEMBULUH BARU",PONTIANAK,2026-06-15,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1PZ1-2509-0002,"MEMBULUH BARU",PONTIANAK,2026-06-15,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1PZ1-2509-0001,"SIMPANG SEDAWAK",PONTIANAK,2026-06-15,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1PZ1-2509-0001,"SIMPANG SEDAWAK",PONTIANAK,2026-06-15,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
CZ01-2603-0001,"APARTEMEN STANDFORD MEIKARTA",BEKASI,2026-06-16,2026-06-18,Yes,1,1000000,1,1000000,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
CZ01-2603-0001,"APARTEMEN STANDFORD MEIKARTA",BEKASI,2026-06-16,2026-06-19,Yes,0,0,2,2000000,2,2000000,INCREASE,0,0,0,"SPK (tidak ada skip)"
2SZ1-2603-0002,"DUINI BOLMUT",GORONTALO,2026-06-16,2026-07-01,Yes,14,7500000,14,7500000,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
2SZ1-2603-0002,"DUINI BOLMUT",GORONTALO,2026-06-16,2026-07-01,Yes,0,0,14,7500000,14,7500000,INCREASE,1,1,0,"SPK+1 (1 weekend)"
1SZ1-2603-0001,"ALFAMART TALOKO",SUMBAWA,2026-06-16,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
IZ01-2603-0003,"RAYA KEMBANG KUNING",CILACAP,2026-06-17,2026-06-16,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
IZ01-2603-0003,"RAYA KEMBANG KUNING",CILACAP,2026-06-17,2026-06-15,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1AZ1-2507-0006,"DRIVE THRU SOEKARNO HATTA",PEKANBARU,2026-06-17,2026-06-12,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
XZ01-2602-X716-R,"KEADILAN 2",BOGOR,2026-06-17,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
RZ01-2604-0005,"BAREMBENG GOWA",MAKASSAR,2026-06-18,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
RZ01-2604-0005,"BAREMBENG GOWA",MAKASSAR,2026-06-18,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2MZ1-2602-0002,"PURWOREJO NGAWI",MADIUN,2026-06-18,,No,19,7500000,0,0,-19,-7500000,REDUCTION,0,0,0,"SPK (tidak ada skip)"
2MZ1-2602-0002,"PURWOREJO NGAWI",MADIUN,2026-06-18,2026-07-08,Yes,0,0,19,7500000,19,7500000,INCREASE,0,0,0,"SPK (tidak ada skip)"
UZ01-2605-U728-R,"U728 TRUNOJOYO SUMENEP",SIDOARJO,2026-06-18,2026-06-20,Yes,1,1000000,1,1000000,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
UZ01-2508-0012,"PETEMON KALI II  SURABAYA",SIDOARJO,2026-06-19,2026-06-20,Yes,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
UZ01-2508-0012,"PETEMON KALI II SBY",SIDOARJO,2026-06-19,2026-06-20,Yes,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
UZ01-2601-0003,"KTR LOA LEPU",SIDOARJO BPN_SMD,2026-06-19,2026-06-19,Yes,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
UZ01-2601-0003,"KTR LOA LEPU",SIDOARJO BPN_SMD,2026-06-19,2026-06-19,Yes,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
CZ01-2604-0002,"TAMAN NAROGONG INDAH",BEKASI,2026-06-19,2026-06-23,Yes,0,0,1,1000000,1,1000000,INCREASE,0,0,0,"SPK (tidak ada skip)"
PZ01-1205-PC40-R,"BTS ULU - MUSI RAWAS",PALEMBANG,2026-06-19,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
RZ01-2509-0001,"LEMOE PARE",MAKASSAR,2026-06-20,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
1JZ1-2605-1J3U-R,"PESONA KALANGSURIA",KARAWANG,2026-06-20,2026-06-24,Yes,2,2000000,2,2000000,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
1JZ1-2605-1J3U-R,"PESONA KALANGSURIA",KARAWANG,2026-06-20,2026-06-25,Yes,0,0,3,3000000,3,3000000,INCREASE,1,1,0,"SPK+1 (1 weekend)"
XZ01-2604-0002,"KOLONEL BUSTAMI",BOGOR,2026-06-20,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
XZ01-2604-0002,"KOLONEL BUSTAMI",BOGOR,2026-06-20,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
RZ01-2509-0001,"LEMOE PARE",MAKASSAR,2026-06-21,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2VZ1-2603-0001,"BULU CENRANA SIDRAP",LUWU,2026-06-23,2026-06-24,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1MZ1-2604-1M8U-R,"srengseng sawah 3",PARUNG,2026-06-23,2026-07-02,Yes,8,6500000,8,6500000,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1MZ1-2604-1M8U-R,"SRENGSENG SAWAH 3",PARUNG,2026-06-23,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2SZ1-2603-0005,"BUSISINGO UTARA",GORONTALO,2026-06-24,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2SZ1-2603-0005,"BUSISINGO UTARA",GORONTALO,2026-06-24,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2PZ1-I034-0526,"AW SUMARMO",TEGAL,2026-06-24,2026-06-22,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2PZ1-I034-0526,"AW SUMARMO",TEGAL,2026-06-24,2026-06-22,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
OZ01-2603-0004,"ALFAMART GUMPANG",KLATEN,2026-06-24,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
OZ01-2603-0004,"ALFAMART GUMPANG",KLATEN,2026-06-24,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
LZ01-2605-0002,"AHMAD YANI BATURAJA",KOTABUMI,2026-06-24,2026-06-26,Yes,1,1000000,1,1000000,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
LZ01-2605-0002,"AHMAD YANI BATURAJA",LAMPUNG,2026-06-24,2026-06-26,Yes,1,1000000,1,1000000,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
YZ01-2604-0004,"MARGO TARUNO",JEMBER,2026-06-25,2026-06-25,Yes,0,0,0,0,0,0,NO_CHANGE,1,0,1,"SPK+1 (1 libur nasional)"
1GZ1-2603-0003,"LINTAS TAMIANG LAYANG",BANJARMASIN,2026-06-25,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1GZ1-2603-0003,"LINTAS TAMIANG LAYANG",BANJARMASIN,2026-06-25,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1AZ1-2602-0002,"NAGA SAKTI PEKANBARU",PEKANBARU,2026-06-25,2026-06-24,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1AZ1-2602-0003,"NAGA SAKTI PEKANBARU",PEKANBARU,2026-06-25,2026-06-24,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
CZ01-2603-0003,"RUKO LAVANYA",BEKASI,2026-06-25,2026-07-06,Yes,10,7500000,10,7500000,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
CZ01-2603-0003,"RUKO LAVANYA",BEKASI,2026-06-25,2026-07-06,Yes,0,0,10,7500000,10,7500000,INCREASE,0,0,0,"SPK (tidak ada skip)"
TZ01-2605-TH31-R,"UBM Tower 2",BALARAJA,2026-06-25,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1MZ1-2605-1M1C-R,"Beruang",PARUNG,2026-06-25,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1MZ1-2605-1M1C-R,"Beruang",PARUNG,2026-06-25,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2SZ1-2508-0009,"HEPUHULAWA LIMBOTO",GORONTALO,2026-06-26,2026-07-01,Yes,0,0,2,2000000,2,2000000,INCREASE,0,0,0,"SPK (tidak ada skip)"
2SZ1-2508-0009,"HEPUHULAWA LIMBOTO",GORONTALO,2026-06-26,2026-06-26,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
IZ01-2601-0009,"WR SUPRATMAN",CILACAP,2026-06-26,2026-06-26,Yes,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
IZ01-2601-0009,"WR SUPRATMAN",CILACAP,2026-06-26,2026-06-26,Yes,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
1JZ1-2605-1JS1-R,"RAYA KERTABUMI ",KARAWANG,2026-06-26,2026-06-25,Yes,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
TZ01-2604-0004,"STA Jatake Jaha",BALARAJA,2026-06-26,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
TZ01-2604-0004,"STA Jatake Jaha",BALARAJA,2026-06-26,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
CZ01-2604-0002,"TAMAN NAROGONG",BEKASI,2026-06-26,2026-06-23,Yes,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
WZ01-2405-0003-R,"BANDARA SIM 2",MEDAN,2026-06-26,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
WZ01-2405-0003-R,"BANDARA SIM 2",MEDAN,2026-06-26,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
XZ01-2604-X768-R,"VETERAN 2",BOGOR,2026-06-27,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
XZ01-2604-X768-R,"VETERAN 2",BOGOR,2026-06-27,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
PZ01-2057-0011-R,"CINTA MANIS BARU - BANYUASIN",PALEMBANG,2026-06-27,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
PZ01-2057-0011-R,"CINTA MANIS BARU - BANYUASIN",PALEMBANG,2026-06-27,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
RZ01-2604-0011,"PK. KAPASA",MAKASSAR,2026-06-27,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
RZ01-2604-0011,"PK KAPASA",MAKASSAR,2026-06-27,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
HZ01-2604-HD65-R,"CEPOKO BARU SMG",SEMARANG,2026-06-27,2026-06-29,Yes,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
KZ01-2605-AD78-R,"KEBON NANAS",CIKOKOL,2026-06-28,2026-06-29,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
WZ01-2602-0019,"Sukamandi Hilir",MEDAN,2026-06-28,2026-06-30,Yes,1,1000000,1,1000000,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
WZ01-2602-0019,"sukamandi hilir",MEDAN,2026-06-28,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
WZ01-2604-0010,"SUNGAI KANAN",MEDAN,2026-06-28,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
WZ01-2604-0010,"SUNGAI KANAN",MEDAN,2026-06-28,2026-06-29,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
HZ01-2604-H168-R,"UNTUNG SUROPATI SMG",SEMARANG,2026-06-28,2026-06-29,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
UZ01-2602-0023,"RAYA LONTAR",SIDOARJO,2026-06-29,2026-06-30,Yes,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
UZ01-2602-0023,"RAYA LONTAR",SIDOARJO,2026-06-29,2026-07-02,Yes,0,0,2,2000000,2,2000000,INCREASE,2,2,0,"SPK+2 (2 weekend)"
IZ01-2603-0010,"RAYA KLEDUNG KRADENAN",CILACAP,2026-07-01,2026-07-08,Yes,0,0,6,5500000,6,5500000,INCREASE,0,0,0,"SPK (tidak ada skip)"
CZ01-2603-0002,"DS PULO GEBANG",BEKASI,2026-07-01,2026-07-08,Yes,6,5500000,6,5500000,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
CZ01-2603-0002,"DS PULO GEBANG",BEKASI,2026-07-01,2026-07-08,Yes,0,0,6,5500000,6,5500000,INCREASE,0,0,0,"SPK (tidak ada skip)"
LZ01-2603-0001,"SIMPANG PEMATANG",KOTABUMI,2026-07-02,2026-07-06,Yes,3,3000000,3,3000000,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
LZ01-2603-0001,"SIMPANG PEMATANG",LAMPUNG,2026-07-02,2026-07-06,Yes,3,3000000,3,3000000,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
JZ01-2604-0003,"SWASEMBADA TIMUR V",CILEUNGSI,2026-07-02,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1SZ1-1S38-0000-R,"ALFAMART SEKOTONG",LOMBOK,2026-07-02,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
TZ01-2604-1M18-R,"RUKO AGRICOLA 2",BALARAJA,2026-07-03,2026-06-30,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
TZ01-2604-1M18-R,"RUKO AGRICOLA 2",BALARAJA,2026-07-03,2026-07-03,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
WZ01-2604-0009,"SIGURA GURA",MEDAN,2026-07-03,2026-07-10,Yes,5,5000000,4,4000000,-1,-1000000,REDUCTION,2,2,0,"SPK+2 (2 weekend)"
WZ01-2604-0009,"SIGURA GURA",MEDAN,2026-07-03,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
PZ01-2604-0139,"KEBUN BUNGA",PALEMBANG,2026-07-03,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
PZ01-2604-0139,"KEBUN BUNGA",PALEMBANG,2026-07-03,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
1GZ1-2605-0005,"JATI UJUNG",BANJARMASIN,2026-07-03,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
1GZ1-2605-0005,"JATI UJUNG",BANJARMASIN,2026-07-03,,No,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
JZ01-2604-0009,"Taman Malaka Selatan",CILEUNGSI,2026-07-04,2026-06-19,Yes,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
JZ01-2604-0009,"Taman Malaka Selatan",CILEUNGSI,2026-07-04,2026-07-01,Yes,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
JZ01-1201-0002-R,"BOULEVARD RAYA 5 FLAGSHIP STORE",CILEUNGSI,2026-07-04,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
JZ01-1201-0002-R,"BOULEVARD RAYA 5 FLAGSHIP STORE",CILEUNGSI,2026-07-04,,No,0,0,0,0,0,0,NO_CHANGE,1,1,0,"SPK+1 (1 weekend)"
1GZ1-2604-1GB4-R,"INTAN SARI",BANJARMASIN,2026-07-05,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1GZ1-2604-1GB4-R,"INTAN SARI",BANJARMASIN,2026-07-05,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
WZ01-2601-0001,"Pangururan",MEDAN,2026-07-05,2026-07-10,Yes,4,4000000,4,4000000,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
WZ01-2601-0001,"Pangururan",MEDAN,2026-07-05,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
HZ01-2604-0001,"NOTOMUDIGDO KENDAL",SEMARANG,2026-07-05,2026-07-07,Yes,0,0,1,1000000,1,1000000,INCREASE,0,0,0,"SPK (tidak ada skip)"
LZ01-2604-L744-R,"TERM. EXT. BAKAUHENI",LAMPUNG,2026-07-05,2026-07-06,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
LZ01-2604-L744-R,"TERM. EXT. BAKAUHENI",LAMPUNG,2026-07-05,2026-07-06,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
KZ01-1410-0001-R,"Perjuangan Kebon Jeruk 2",CIKOKOL,2026-07-06,2026-07-06,Yes,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
KZ01-1410-0001-R,"PERJUANGAN KEBON JERUK 2",CIKOKOL,2026-07-06,2026-07-06,Yes,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
1PZ1-2509-0010,"PAGAR MENTIMUN",PONTIANAK,2026-07-06,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1GZ1-2604-0013,"A YANI LAMANDAU ",BANJARMASIN,2026-07-06,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1GZ1-2604-0013,"A. YANI",BANJARMASIN,2026-07-06,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
HZ01-2604-0001,"NOTOMUDIGDO KENDAL",SEMARANG,2026-07-06,2026-07-07,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
XZ01-2604-XC27-R,"VILLA MUTIARA",BOGOR,2026-07-07,2026-07-08,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
XZ01-2604-XC27-R,"VILLA MUTIARA",BOGOR,2026-07-07,2026-07-08,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
XZ01-2604-0003,"TARUNA JAYA NO 10",BOGOR,2026-07-07,2026-07-07,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
XZ01-2604-0003,"TARUNA JAYA NO 10",BOGOR,2026-07-07,2026-07-07,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
KZ01-2604-0001,"PALMERAH BARAT II",CIKOKOL,2026-07-07,2026-07-07,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
KZ01-2604-0001,"PALMERAH BARAT II",CIKOKOL,2026-07-07,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2DZ1-2604-0001-R,"DERMAGA SUKAJADI",BATAM,2026-07-07,2026-07-08,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2DZ1-2604-0001-R,"DERMAGA SUKAJADI",BATAM,2026-07-07,2026-07-08,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
UZ01-2603-0021,"DI PANJAITAN BPN",SIDOARJO BPN_SMD,2026-07-07,2026-07-10,Yes,2,2000000,2,2000000,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
UZ01-2603-0021,"DI PANJAITAN BPN",SIDOARJO BPN_SMD,2026-07-07,2026-07-10,Yes,0,0,2,2000000,2,2000000,INCREASE,0,0,0,"SPK (tidak ada skip)"
PZ01-2604-P033-R,"TANAH MAS",PALEMBANG,2026-07-07,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
PZ01-2604-P033-R,"TANAH MAS",PALEMBANG,2026-07-07,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1JZ1-2606-CA26-R,"KUSUMAATMAJA",KARAWANG,2026-07-07,2026-07-07,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1JZ1-2606-CA26-R,"KUSUMAATMAJA",KARAWANG,2026-07-07,2026-07-07,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1JZ1-2605-1JS1-R,"RAYA KERTABUMI",KARAWANG,2026-07-07,2026-06-25,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2SZ1-2511-0009-R,"BIONTONG BOLMUT",GORONTALO,2026-07-07,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
2SZ1-2511-0009-R,"BIONTONG BOLMUT",GORONTALO,2026-07-07,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
UZ01-2605-M719-R,"CANGKIR GRESIK",SIDOARJO,2026-07-08,2026-07-11,Yes,0,0,2,2000000,2,2000000,INCREASE,2,2,0,"SPK+2 (2 weekend)"
1YZ1-2604-1Y02-R,"LANSOT",MANADO,2026-07-08,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1YZ1-2604-1YO2-R,"LANSOT TOMOHON",MANADO,2026-07-08,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
Z001-2603-M890-R,"TESTING BESOK SPARTA",HEAD OFFICE,2026-07-08,2026-06-29,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1MZ1-2603-0002,"DS ARIA PUTRA",PARUNG,2026-07-09,2026-06-30,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1MZ1-2603-0002," DS ARIA PUTRA",PARUNG,2026-07-09,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
PZ01-2605-0047,"KOL BURLIAN 2-MANNA",BENGKULU,2026-07-09,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
PZ01-2905-0047,"KOL BURLIAN 2-MANNA",BENGKULU,2026-07-09,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
Z001-2604-0909,"HALO HALO TEST",HEAD OFFICE,2026-07-09,2026-06-30,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
Z001-5060-1020,"TEST HALO MEETING SAMA IT",HEAD OFFICE,2026-07-09,2026-06-30,Yes,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
1PZ1-2509-0010,"PAGAR MENTIMUN",PONTIANAK,2026-07-10,,No,0,0,0,0,0,0,NO_CHANGE,0,0,0,"SPK (tidak ada skip)"
UZ01-2605-M719-R,"CANGKIR GRESIK",SIDOARJO,2026-07-10,2026-07-11,Yes,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
1AZ1-2605-0001,"SIMPANG RS. SELASIH",PEKANBARU,2026-07-10,2026-07-10,Yes,0,0,0,0,0,0,NO_CHANGE,2,2,0,"SPK+2 (2 weekend)"
