nomor_ulok,status,berkas_id,link_pdf,item_count,error
1AZ1-2507-0006,failed,,,,Google Drive (Sparta) belum terkonfigurasi
1AZ1-2602-0002,failed,,,,Google Drive (Sparta) belum terkonfigurasi
1AZ1-2602-0003,failed,,,,Google Drive (Sparta) belum terkonfigurasi
1AZ1-2602-0006,failed,,,,Google Drive (Sparta) belum terkonfigurasi
1JZ1-2601-0001,failed,,,,Masih ada 3 pekerjaan selesai yang belum masuk Opname
